0.0	O femeie își aplică ceva pe păr cu mâinile.	O pisică mănâncă o felie de pepene verde.
2.5	Un bărbat aplică o lovitură de karate unui alt bărbat care poartă mănuși de box de protecție.	Un bărbat face kick box cu un antrenor.
0.0	Bărbatul cântă la flautul de lemn.	Un băiețel aspiră podeaua.
0.75	O tânără cântă la o chitară.	O femeie taie niște carne.
0.0	Bărbații joacă fotbal.	Un bărbat merge cu o motocicletă.
0.0	O femeie aleargă pe plajă.	Un câine înoată într-o piscină.
0.0	Un om strecoară paste.	Un bărbat cântă la un flaut de lemn.
0.8	Urși panda se joacă pe un leagăn.	Un bărbat cântă la chitară.
4.4	Două trenuri alb-verzi stând pe șine.	Două trenuri alb-verzi pe șine.
2.6	O pisică mică albă cu ochi strălucitori stând sub un scaun.	O pisică albă stă pe podea.
3.2	O barcă mare în apa portului marin.	O barcă mare pe mare.
4.0	un autobuz mergând pe o stradă.	Autobuz roșu cu etaj mergând pe stradă.
4.8	Un tren de pasageri așteptând într-o stație.	Un tren de pasageri stă în stație.
3.4	o femeie la o masă scriind în caietul ei.	Femeie la masă ocupată cu ceva.
3.8	Un calculator Apple așezat pe podea.	Un calculator Macintosh așezat pe podea.
3.4	Un prim-plan al unui cap de cal maro.	O vedere laterală a unui cap de cal.
2.8	Un grup de oameni mănâncă la o masă afară.	Grup de persoane în vârstă stând în jurul unei mese.
3.8	Un jocheu călărind un cal.	Un jocheu călărind un cal într-un țarc.
4.0	Bărbatul coboară cu o motocicletă pe drum.	Un bărbat merge cu o motocicletă roșie pe drum.
3.8	O femeie călărind un cal maro.	O fată tânără călărind un cal maro.
0.0	Un copil sărind peste o bordură cu o bicicletă.	O pisică alb-neagră jucându-se cu o pătură.
3.0	Un câine negru stând în fața unor flori galbene.	Un câine negru stând într-un câmp.
4.4	Prim-plan al unei sticle de apă.	O vedere din prim-plan a unei sticle de apă.
0.6	Un prim-plan al unei pisici cu față maro.	Un prim-plan al unei fețe de struț.
3.2	oaie / oi stând într-un câmp.	O oaie păscând într-un câmp.
3.6	O pisică cu părul lung, cu ochii închiși.	Un prim-plan al unei pisici cu ochii închiși.
2.6	O femeie într-o cămașă gri zâmbește pentru aparatul foto în timp ce femeia din spatele ei se strâmbă.	O femeie cu o privire surprinsă pe față ține o femeie zâmbitoare din spate.
0.6	Un tren Amtrak argintiu cu albastru pe șinele de lângă o mică gară.	O mașină mică albă parcată la benzinărie.
0.0	O persoană într-o cămașă albastră se tolănește aproape de o măsuță de cafea și un televizor.	O persoană stă pe scaunul motocicletei și se ridică pe o roată.
1.4	O fotografie alb-negru a unei femei arătând un cal.	o fotografie alb-negru cu vaci în grajdurile lor.
4.2	Un cal maro închis stând într-un câmp.	Un cal maro stă într-un câmp verde luxuriant.
0.0	Un cort ridicat cu un cal în fundal.	Un miel alb-negru cu alți miei în fundal.
4.0	Un grup de oameni stând în jurul unei mese cu mâncare pe ea.	Un grup de oameni stau în jurul unei mese cu mâncare și bere.
3.8	Un cal maro stă într-un câmp verde luxuriant.	Un cal maro într-un câmp verde.
4.0	O vacă alb-neagră în fân.	O vacă alb-neagră într-un țarc cu fân.
5.0	O femeie bătrână stă într-o bucătărie cu două pisici la picioare.	Bătrâna stă în bucătărie cu două pisici la picioare.
1.0	Un autobuz școlar urcă un drum rural.	O mașină de curse circulând de-a lungul unui drum de pământ.
4.4	Avion de camuflaj stând pe un câmp ierbos.	Un avion camuflat stând pe iarba verde.
0.4	Trei tinere stând împreună într-o cameră.	Două femei indiene cu două fete indiene aproape de apă.
4.0	Autobuz roșu cu etaj mergând printre străzi.	Autobuz de pasageri cu etaj mergând în trafic.
1.2	O oaie albă pe marginea unui deal privind la aparatul foto.	Vacile slabe stau pe iarbă.
1.6	Un grup de oi într-un câmp.	Un grup de cai păscând într-un câmp.
0.0	O fotografie în prim-plan, distorsionată a unei sticle goale de Coca-Cola.	O fotografie în prim-plan a unui birou cu un calculator și hârtii pe el.
3.0	Birou foarte aglomerat, cu monitorul calculatorului pornit.	Birou dezordonat cu două monitoare.
3.2	Un bărbat stând într-o cameră dezordonată.	Un bărbat stă într-un pat într-o cameră dezordonată.
1.4	Două vaci albe într-o pășune verde.	Calul cafeniu este în pășune.
3.8	Vacă neagră plimbându-se pe sub copaci într-o pășune.	Vacă mergând pe sub copacul dintr-o pășune.
1.8	Doi oameni stând la o masă într-un restaurant.	patru oameni stănd la o masă.
3.2	O femeie zâmbitoare cu o bere stând afară cu o altă femeie zâmbitoare.	Două femei stând afară râzând.
3.2	O pasăre ținându-se de o poartă metalică.	O pasăre multicoloră stă agățată de un gard de sârmă.
0.6	Vacile slabe stau pe iarbă.	Rațele albe stau pe câmp.
2.2	O femeie întinzându-se peste doi bărbați ce stau pe o canapea.	Un bărbat și două femei zâmbind la aparatul foto în timp ce stau pe o canapea albastră.
3.4	o femeie cu un colier mare.	O femeie tânără cu o bluză neagră și un colier.
1.8	Vacă maro cu coarne stând într-un câmp.	Cal maro stând în mijlocul unui câmp ierbos.
4.4	O navă de croazieră acostată la țărm.	O navă de croazieră acostată la mal.
2.4	Pisică alb-neagră stând culcată sub un tufiș.	Pisica alb-neagră cu ochii galbeni stă tolănită pe pământ.
3.6	Vacă alb-maro stând în iarbă pe marginea drumului.	O vacă alb-maro stând într-o zonă ierboasă cu copaci în spate.
0.8	Un câine mic privind camera în timp ce stă pe iarbă.	Un bărbat și o femeie zâmbind la aparatul foto în timp ce stau într-o bucătărie.
0.6	Un vițel maroniu cu o etichetă galbenă pe urechea sa stângă uitându-se la aparatul de fotografiat.	Un bărbat cu ochelari și cu două sticle de plastic în față.
0.0	Fotografie alb-negru a unei canapele cu poșetă la un capăt.	o fotografie alb-negru a unei vaci sub un copac.
2.4	Doi bărbați pe barcă plutind pe apă.	Barcă mare verde plutind pe apă.
3.6	Aceasta este o vedere a părții din spate a unei mașini sport Chevrolet.	Vedere a părții din spate a unei mașini roșii concept Chevrolet.
3.2	O persoană purtând o cască merge pe o bicicletă pe lângă o clădire albă.	O persoană purtând o cască de bicicletă merge pe o bicicletă pe o potecă printre copaci.
0.2	O fotografie alb-negru a unei gări vechi.	O fotografie alb-negru a unei motociclete întinse pe pământ.
2.4	O pisică vărgată alb-gri doarme pe un material violet.	Pisică alb-neagră dormind pe o prelată maro.
4.0	O femeie ținând un bebeluș mic.	O femeie zâmbitoare ținând un bebeluș mic.
4.6	Grup de cai păscând într-un câmp ierbos.	Un grup de cai păscând într-un câmp.
3.4	Trei bărbați stau jos la o masă ce are băuturi pe ea.	Trei bărbați stând la masă cu bere și mâncare.
0.4	Doi oameni îmbrăcați în alb stând pe un câmp cu iarbă.	O persoană stă sub un pasaj superior în apropierea unei autostrăzi.
0.6	O pisică vărgată portocalie dormind pe canapea.	Un bărbat se uită la TV pe marginea patului său.
3.8	Doi vulturi cocoțati pe o ramură.	Doi vulturi pleșuvi cocoțati pe o ramură.
3.8	O pisică cu dungi stând pe o pungă de nisip pentru pisici.	Pisică domestică stând pe spatele nisipului pentru pisici.
2.4	Un bărbat și un copil mic într-o sufragerie pozând pentru aparatul foto.	Un bărbat și o femeie pozează pentru aparatul foto.
3.0	Un birou de casă cu trei monitoare de calculatoare și alte echipamente pe un birou.	Cameră cu câteva monitoare de calculator.
3.8	Cinci păsări stau pe zăpadă.	Câțiva cardinali stau în zăpadă.
2.6	Un vehicul negru parcat cu vedere la munți joși.	O mașină neagră parcată pe pământ la țară.
2.2	Un tren de pasageri în zăpadă.	Un tren de pasageri așteptând într-o stație.
5.0	Pasărea neagră stă pe pământ.	O pasăre neagră stând pe pământ.
2.0	Taurul alb-negru se uită la aparatul foto.	Un câine alb-negru uitându-se la aparatul foto.
3.8	O fată tânără călărind un cal alb-cenușiu.	O blondă tânără în echipament de călărie stă deasupra unui cal alb-gri.
0.8	O oaie alb-neagră se plimbă pe lângă o oaie albă.	Vițel mic alb-negru cu o etichetă pe ureche.
0.0	O sufragerie cu o masă în fundal.	Un băiat ridicându-se pe o roată pe o placă cu plaja în fundal.
2.2	Masa din sufragerie primește niște soare de după-amiază	Sufragerie e cu masă din lemn unde se află parteneri de joacă.
3.6	Un moped roșu parcat pe un trotuar în fața graffitiurilor.	Scuterul roșu stă pe stradă în fața unei clădirii.
3.6	Pescărușul plutește pe apă.	O pasăre mică plutind în apă.
0.0	Un câine negru stă lângă materialele de pe un șantier.	O fetiță mică asiatică stă lângă un ghiveci cu flori pe un stâlp de marmură.
4.4	O femeie pozând în fața unui apartament înzăpezit.	O femeie stă în fața unei clădiri în zăpadă.
1.0	Cinci vaci pasc lângă un drum.	Câteva oi păscând într-un câmp.
3.2	Două capre de munte păscând în fața unui lac alpin.	Două animale păscând lângă un munte, și un corp de apă.
3.2	Vaci alb-negre în spatele unui gard.	Două vaci alb-negre în spatele unei porți metalice sub un cer albastru parțial înnorat.
4.0	Un tren de pasageri așteptând într-o stație.	Un tren de pasageri așteptând în gara orașului.
3.4	Un animal alb străbătând pădurile acoperite cu zăpadă.	Un câine alb aleargă prin pădurea acoperită de zăpadă.
0.0	Un bărbat stând pe iarbă privind spre cer.	Trenul merge pe șine în zăpadă.
4.0	Un televizor cu ecran plat, negru, așezat pe podea.	Un TV cu ecran plat pe podea.
2.4	O bicicletă argintie este parcată într-o sufragerie.	O bicicletă într-o sufragerie.
4.1	Tren negru pe șine de tren.	Un tren pe șinele de tren.
4.1	Tren negru pe șinele de tren.	Un tren pe șinele de tren.
0.0	O pisică vărgată portocalie dormind pe canapea.	Bărbat purtând o bavetă stând pe o canapea verde.
2.6	Vulturul pleșuv este cocoțat pe o funie.	Doi vulturi pleșuvi cocoțați pe o ramură.
4.0	Un cuplu pozând pentru o poză pe o canapea.	Cuplu tânăr stând pe canapea.
0.0	Bărbații cântă la o chitară și beau ceva.	Aici este un băiat tânăr cu o jachetă roș-albastră hrănind o oaie.
3.8	Două pisici stând împreună pe canapea privind pe fereastră.	Două pisici se uită pe fereastră.
3.75	Autobuz roșu cu etaj.	Autobuz roșu cu etaj cu capota ridicată.
0.0	Un prim-plan al unui animal cu o fața lungă stând pe iarbă lângă un copac.	Un prim-plan al unei femei cu cizme negre lângă o motocicletă albastră.
1.8	Un câine alb-maro stă pe un scaun cu model floral.	Un câine mic alb-portocaliu cu o zgardă și un clopot se relaxează pe o pernă cu imprimeu floral.
4.2	Un grup de oameni stând la o masă de restaurant.	Un grup de oameni stând în jurul unei mese cu mâncare pe ea.
2.0	Două oi pe vârful unei stânci uitându-se la aparatul foto.	Două oi stau, uitându-se la aparatul foto, cu fețele în direcții opuse.
1.6	O fotografie alb-negru a unei gări goale.	o fotografie alb-negru a unei pisici stând jos.
1.2	Un șir de locomotive pe o linie secundară de cale ferată dintr-un câmp.	Un cal maro închis stând într-un câmp.
3.6	Un calculator Apple alb așezat pe covorul bej al unui dormitor.	Un calculator Apple așezat pe podea.
4.6	un câine tragând un pui de somn sub o masă mică.	Un câine dormind sub o masă.
3.6	O barcă cu patru pânze navighează pe apă.	Barcă cu pânze navigând pe apă.
4.6	Mașină sport roșie concurând pe pistă.	O mașină sport roșie mergând rapid pe o pistă.
0.8	Pasăre neagră stând pe o lespede de beton.	Câine mic stând lângă un perete alb.
3.2	Un autobuz Victory Liner este alb cu dungi roșu-aurii.	Un autobuz turistic alb cu dungi roșii, portocalii și galbene.
4.4	Autobuz roșu cu etaj pe marginea unei străzi.	Un autobuz roșu cu etaj pe o stradă dintr-un oraș.
0.4	Un grup de barje cu copaci în fundal.	O tânără purtând o cască de bicicletă cu o bicicletă în fundal.
1.2	Pescărușul plutește pe apă.	Navă de croazieră mare plutind pe apă.
3.0	O motocicletă parcată lângă o mașină.	O motocicletă BMW parcată între două mașini.
4.0	Pisică cenușie privind pe fereastră.	O pisică uitându-se pe o fereastră.
4.2	o fotografie alb-negru a unei vaci sub un copac.	O fotografie alb-negru a unei vaci plimbându-se sub un copac într-un câmp.
2.8	O plantă în ghiveci în lumina soarelui de la o fereastră.	O plantă în ghiveci cu câțiva germeni.
2.8	Patru oameni vâslesc o barcă aproape de mal.	patru oameni sunt pe o barcă pe apă verde.
0.0	O fată într-o cămașă roșie călărește un cal maro.	Un câine alb-cafeniu stând în pat cu o plapumă galbenă.
1.4	Este un birou mic cu un scaun în fața spălătoriei.	O cameră cu pereți cafenii și o mașină de spălat și uscător.
4.0	Un tren de pasageri Amtrak așteptând la o gară.	Un tren de pasageri așteptând într-o stație.
1.8	Un avion mare cu reacție pe pământ la aeroport.	Un avion de pasageri cu reacție zboară prin aer.
2.0	O fată tânără purtând o cască călărind un ponei.	O fată purtând o bluză roșie călărind un cal maro.
1.4	Oameni stând pe verandă.	Oameni stând pe o canapea.
1.6	Doi cai stând intr-un țarc.	Un grup de cai păscând într-un câmp.
3.4	Trenul roșu și trenul galben pe șinele de tren.	Două trenuri circulă pe șinele de tren.
1.0	Doi oameni stând la o masă într-un restaurant.	Un grup de oameni stând în jurul unei mese pe verandă.
1.4	Un miel stă lângă două animale mititele.	O oaie stând lângă copiii ei
2.2	O persoană mergând pe o motocicletă de teren în aer liber.	O persoană sărind cu motocicleta în aer.
0.2	Vacă cafenie cu crotalii pe un câmp ierbos.	Multe oi stând pe un deal verde.
4.2	Barcă cu pânze navigând pe apă.	Barca cu pânze plutind pe apa albastră.
4.2	o femeie cu un coif de viking pe cap.	Femeie zâmbitoare stând purtând un coif de viking.
4.2	Autobuz alb cu etaj parcat.	Un autobuz alb-roșu cu etaj este parcat.
2.8	Un câmp de oi cu fața neagră.	O oaie cu față neagră.
4.0	Două păsări sunt cocoțate pe o bandă metalică.	Două păsări mici cocoțate pe o bară de metal.
1.6	Masă cu pânză de masă albastră în bucătărie.	Dulapuri din lemn în bucătărie.
4.0	O tânără cu o brățară poartă un sutien bikini și blugi.	O femeie îmbrăcată într-un sutien bikini și blugi.
4.0	Un cal maro păscând într-un câmp cu iarbă verde.	Cal maro stând în mijlocul unui câmp ierbos.
1.4	O oală cu lichid se află în centrul unei farfurii acoperite cu o folie de tablă.	O oală cu mâncare este pusă în centrul unei fețe de masă roșii.
0.6	O vacă alb-neagră stând într-un câmp ierbos.	O gaiță albastră stând într-un câmp ierbos.
3.2	Un avion galben cu albastru zboară pe cer.	Avionul alb zboară pe cerul albastru.
0.0	O femeie stând pe un scaun la Crăciun ținând machiaj.	Un tren stând pe șine într-un depou.
0.8	Patru tineri asiatici stând într-un refugiu sau sufragerie.	O fată stând într-un scaun de living.
4.6	Tren coborând pe șine.	Trenul alunecând pe șine.
0.2	O femeie tânără îmbrăcată în negru.	Doi copii mici îmbrăcați formal stând pe scaune.
3.0	Grup de oameni stând la masă cu băuturi.	patru oameni stănd la o masă.
0.0	Un avion zburând la distanță.	O femeie cu un cal alb.
0.2	Un grup de barje cu copaci în fundal.	Un grup de vaci într-un câmp cu crotalii galbene în urechi.
3.6	O sufragerie cu o masă în fundal.	O sufragerie cu canapele mari și o masă în fundal.
4.0	Pisică cu dungi galbene odihnindu-se pe o canapea albastră.	O pisică vărgată portocalie dormind pe canapea.
0.0	Un tren de pasageri intrând într-o stație.	O pasăre mare zboară prin aer.
3.4	Doi oameni vâslind într-o canoe roșie cu copaci în fundal.	Doi oameni vâslind într-o canoe galbenă pe un râu cu copaci în fundal.
2.2	Un tren negru se deplasează pe șine.	Tren negru stând inactiv pe șine.
3.5	Un jeep alb parcat în fața unui magazin.	Un Jeep alb parcat pe o stradă.
0.4	Două femei stând în fața unui autobuz turistic.	Doi bărbați vorbind în fața unui avion.
0.0	Un bărbat conduce o motocicletă mare neagră.	Un copil stă pe un scaun mare din piele neagră.
0.8	O bicicletă este parcată în afara unei librării.	Oameni stau în afara unei librării.
3.8	Avion în mijlocul zborului la apus.	Un avion zburând aproape de apusul soarelui.
3.4	Două autobuze roșii parcate cu grădini în fața lor.	Autobuze roșii sunt parcate în faţa unei clădiri mari albe lângă o grădină formală.
3.4	Un papagal galben se agață de marginea coliviei sale.	O pasăre galben-portocalie se ține de marginea unei colivii.
3.0	Cuplu navigând într-o barcă mică cu pânze.	Doi bărbați navigând într-o barcă mică cu pânze.
3.6	O motocicletă argintiu-albastră stând lângă o mașină.	O motocicletă parcată lângă o mașină.
5.0	Autobuz roșu cu etaj.	Un autobuz roșu cu etaj.
0.4	Picioare stând într-o zi frumoasă cu o clădire mare în fundal.	Doi ofițeri de poliție stând în spatele unei dube cu un autobuz în fundal.
1.6	Un câine alb mic mestecă o crenguță în timp ce stă pe o punte de lemn.	Câinele alb stă pe podeaua de lemn de sub masă.
4.4	Un bărbat stând în fața unui tren argintiu.	Bărbat stând în fața unui vagon argintiu.
5.0	Un prim-plan al unei oi cu limba ieșită afară.	O imagine în prim-plan a unei oi cu limba ieșită afară.
4.2	O vacă alb-neagră cu coarne stând pe un câmp.	o vacă alb-neagră stând pe câmp.
4.0	Un bărbat călărind un cal alb într-o arenă.	Un bărbat călărind un cal alb.
2.2	Un tren stând pe șine lângă un câmp.	Un tren călătorind pe șine.
0.4	O femeie și un copil mic stând la o masă zâmbind la aparatul foto.	O pisică mică stând pe o grindă de lemn uitându-se în sus către aparatul foto.
0.4	O statuie a lui Buddha stă pe o masă cu un ornament de masă din lemn.	O pasăre stând pe un gard din lemn.
0.0	Două autobuze roșii conducând în fața unei grădini.	Tren intrând într-o stație.
3.8	Vaci păscând într-un câmp acoperit cu zăpadă.	Cinci vaci păscând într-un câmp acoperit cu zăpadă.
1.8	Un bărbat călărind un cal alb.	O femeie călărind un cal maro.
3.2	Bărbat cu cămașă albastră stând în fața unei fântâni.	Un bărbat în cămașă albastră și pantaloni cafenii stă în fața unei statui a unui bărbat, care se află într-o piață pavată cu piatră cubică.
4.0	O fată în echipament de călărie stă călare pe un cal maro.	O fată într-o cămașă roșie călărește un cal maro.
4.2	Un scaun transparent din plastic în fața unui biblioteci.	un scaun transparent din plastic în fața rafturilor de cărți.
3.0	Un câine poartă o jachetă gri.	Un câine stând într-o jachetă pentru animale de companie.
4.0	O oaie stă pe marginea unui deal.	O oaie mare stând pe un deal.
3.8	O vacă alb-neagră stând într-un câmp ierbos.	o vacă alb-neagră stând într-un câmp.
1.0	O femeie într-un sutien bikini negru și blugi.	O femeie cu o pălărie neagră stă lângă metrou.
2.2	O fată călărind un cal maro.	Jocheul este îmbrăcat în mov și călărește un cal maro.
3.2	Bărbat stând în fața unui corvette galben.	Un bărbat stă lângă o mașină sport galbenă.
0.0	Un bărbat stând pe iarbă privind spre cer.	Bărbatul stă pe trotuar în fața calului.
2.8	Un bărbat pozează în fața unei fântâni mari cu o statuie deasupra.	Bărbat cu cămașă albastră stând în fața unei fântâni.
0.4	O pisică albă stând pe un covor.	O oaie stând într-o pădure.
5.0	Un TV cu ecran plat pe podea.	Un TV cu ecran plat așezat pe podea.
0.0	Doi cai maro stând într-un câmp ierbos.	Doi bărbați navigând într-o barcă mică cu pânze.
1.4	Două oi stau în pragul unei intrări.	Doi berbeci stau pe pământ înzăpezit.
4.0	Cameră cu câteva monitoare de calculator.	O cameră cu patru monitoare de calculator pe un rând.
0.4	O coadă în fața unei librării pe o stradă.	Motocicleta galbenă este parcată pe stradă.
1.8	Un avion de pasageri cu reacție stă pe o pistă de decolare.	Un avion de pasageri mare cu reacție zburând aproape de sol.
0.4	Sticlă veche verde așezată pe o masă.	Trei bărbați în costume stând la o masă.
3.0	Doi cai albi privind peste gard.	Doi cai stând într-un țarc.
0.0	Vacile alb-negre se opresc în fața porții.	Avionul alb zboară pe cer.
4.0	O vacă alb-neagră stând într-un câmp ierbos.	O vacă alb-neagră cu coarne stând pe un câmp.
4.2	o fotografie alb-negru a unei pisici ce stă jos.	O imagine alb-neagră a unei pisici așezate pe un covor.
4.2	Un bărbat și o femeie stau, zâmbind pentru aparatul foto.	Un bărbat și o femeie pozează pentru aparatul foto.
3.0	O pisică alb-portocalie adormită pe un scaun din piele.	O pisică roșcată stând pe un scaun de birou.
1.6	O pisică albă stând pe un covor.	O pisică cu dungi albe cu capul atârnând peste masă.
0.2	Pisoi de casă alb-gri culcat pe un birou.	Un bărbat și bicicleta lui așezați pe iarba verde.
0.0	O femeie pozând în fața unui bloc înzăpezit.	Autobuzul alb parcat în iarbă în fața clădirii.
4.6	O tânără cu o brățară poartă un sutien bikini și blugi.	O femeie purtând blugi, un sutien bikini negru și o brățară.
0.0	O masă și scaune sunt într-o cameră cu o imagine pe perete și un ventilator de tavan.	Un autobuz școlar mergând pe un drum cu copaci verzi și iarbă pe fundal.
3.4	Un bărbat stă cu picioarele încrucișate pe un pat urmărind un televizor mic.	Un bărbat stă pe un pat foarte aproape de un televizor mic.
4.2	Farurile de la o mașină albastră.	Prim-plan al farurilor unei mașini albastre.
2.4	Un tren de pasageri intrând într-o stație.	Un tren de pasageri stă în stație.
0.0	Un avion orientat către aparatul foto.	O vacă stă singură în frigul curții.
3.2	O femeie călărind un cal maro.	O persoană îmbrăcată în alb pe un cal maro.
3.8	un jocheu călărind un cal.	Un jocheu care călărește un cal într-un țarc.
3.4	Cei doi câini se amestecă printre animalele de pluș.	Doi câini stau pe o canapea cu multe animale de pluș.
4.0	Un tren circulă pe șine.	Un tren circulă pe șinele dintr-o zonă rurală.
4.4	Cineva stând pe un munte înzăpezit, privind un avion.	Un bărbat stă pe un munte, urmărind un avion.
3.2	O pasăre dă din aripi în apă.	O pasăre neagră mare stă în apă.
3.2	O navă de croazieră acostată într-un port.	O navă de croazieră a fost acostată pe o coastă.
2.0	Un autobuz roșu cu etaj pe o stradă aglomerată.	Un autobuz alb parțial în zăpadă pe o stradă publică.
4.8	O femeie mângâie un câine într-o zonă îngrădită.	O femeie mângâie un câine într-o curte închisă.
2.2	O pisică alb-neagră jucându-se cu o pătură.	O pisică alb-neagră intră într-un coș de paie.
3.2	Un bărbat pe o bicicletă de munte coborând pe o pantă.	Acesta este un bărbat ce merge cu o bicicletă de munte peste stânci într-o zi senină.
3.8	O pisică se sprjină pe un scaun de birou.	O pisică roșcată stând pe un scaun de birou.
2.6	Un grup de cai păscând pe un câmp.	Un cal brun păscând într-un câmp cu iarbă verde.
0.0	Un grup de oameni bând ceva.	Un șir de locomotive pe o linie secundară de cale ferată dintr-un câmp.
0.0	Doi câini într-o cușcă îngrădită privesc înainte.	Două femei pozează într-o sufragerie cu un bebeluș.
3.4	Trei oi pe un drum de pământ văzute dintr-un vehicul de călători.	Trei oi în mijlocul unui drum cu pietriș.
1.0	Un avion galben cu albastru zboară pe cer.	Nouă aeronave alb-roșii zburând în formație lăsând în urmă fum.
4.0	Trenul stă la gară.	Trenul albastru este la gară.
0.0	Un tren stând pe șine aproape de un câmp.	Un bebeluş stă în iarbă.
4.4	Autobuz roșu cu etaj luând pasageri.	Un autobuz roșu cu etaj preia mai mulți pasageri într-un oraș.
0.0	Doi băieți stau pe o canapea ținând beri cu o fată întinsă pe genunchii lor.	Două femei cu biciclete uitându-se pe stradă pentru a vedea când pot traversa.
2.8	Două femei în bucătărie privind un obiect.	Două femei în bucătărie cu una din ele făcând o poză.
2.8	Un cal de cursă galopând fără călăreț.	Un cal galopând în timp ce poartă numărul 4.
0.8	Un tren cu aburi se deplasează spre aparatul foto.	O pasăre de pradă mare zburând spre aparatul foto.
4.2	O fotografie alb-negru a unei sticle de Coca Cola.	Aceasta este o imagine alb-negru a unei sticle mici de Coca-Cola.
3.2	O pasăre mică cocoțată pe o ramură înghețată.	O pasăre galbenă cocoțată pe o ramură.
3.2	Băiat cu ochelari tastând la un calculator.	Un băiat uitându-se la un monitor de calculator.
3.2	Un camion roșu își învârte anvelopele în timp ce unul negru părăsește cadrul.	Camion roșu învârtind-uși anvelopele și emițând fum din spate.
2.4	O sufragerie cu masă, scaun și canapea alături de un palmier mare.	O sufragerie cu o canapea albastră, pat de tabără, bancă din lemn și dulap.
3.4	O femeie zâmbitoare ținând un bebeluș mic.	o femeie așezată pe o canapea ținând un bebeluș.
0.0	O benzinărie Esso cu copaci în fundal.	Doi ofițeri de poliție stând în spatele unei dube cu un autobuz în fundal.
4.2	Patru avioane albastre cu galben zburând peste patru bărci.	Patru avioane albastre cu galben în zbor.
0.0	Un cal stând lângă o poartă cu un alt cal în fundal.	Un grup de barje cu copaci în fundal.
2.4	Trei sticle sunt pe o masă.	Sticlă verde veche așezată pe o masă.
1.4	O locomotivă cu abur coboară pe o calea ferată aproape de copaci.	Un tren este într-o gară.
4.2	Un tren este într-o gară.	Un tren parcat într-o gară.
0.4	o femeie așezată pe o canapea ținând un bebeluș.	Pasăre stând pe un buștean într-un lac.
3.6	Două păsări zburând spre alimentatorul de apă.	Două păsări zburând lângă hrănitoare pentru păsări.
1.6	Două vaci stând într-un câmp mare.	Cal stând într-un câmp.
4.0	Un grup de oi păscând pe un deal.	Un grup de oi se află pe un deal.
2.0	Un bărbat stă în fața unui tren.	Un bărbat stând în fața unei statui ridicate.
4.4	Două femei pozează pentru aparatul foto și fac gestul de deget mare ridicat.	Două tinere zâmbitoare făcând gestul de deget mare ridicat.
4.8	O femeie ține un copil mic în timp ce stă pe o canapea.	o femeie așezată pe o canapea ținând un bebeluș.
4.0	Un autobuz United roșu cu etaj pe o stradă a orașului.	Un autobuz roșu cu etaj mergând pe drum.
1.0	Două femei stând pe o canapea maro.	Două femei stând în afara unui autobuz.
3.2	O pisică cenușie cu ochii verzi uitându-se în aparatul foto.	O pisică albă cu gri si negru privind la aparatul foto.
0.0	Pasărea stă pe ramură.	Oaia stă sub copaci.
3.8	Grup de oameni stând la o masă dintr-un restaurant.	Doi oameni stând la o masă dintr-un restaurant.
2.4	O vacă alb-neagră stă pe iarbă sub un cer albastru parțial înnorat.	Două vaci alb-negre în spatele unei porți metalice sub unu cer albastru parțial înnorat.
3.2	Un tip pe un cal alb.	Un bărbat călărind un cal alb într-o arenă.
4.6	Două vaci de lapte bând dintr-un iaz.	Două vaci beau dintr-un iaz.
2.4	Sunt câteva oi tunse într-un țarc.	Trei oi albe într-un țarc.
5.0	Câinele negru stă întins în iarbă.	Un câine negru stă pe iarbă.
4.2	Doi tineri stau la o masă lângă o ușă glisantă, cu o persoană arătând cu degetul spre cealaltă.	Doi oameni stau față în față la o masă în timp ce unul arată cu degetul spre celălalt.
2.2	Un bărbat și o femeie ținându-se de mână mergând de-a lungul plajei.	Un bărbat cu barbă și pălărie și un băiat merg pe malul oceanului.
1.2	Zece oi privind aparatul foto.	O pisică ce stă pe spate uitându-se la aparatul foto.
1.4	Un câine alb-negru privind aparatul foto.	O capră alb-neagră mică într-un țarc privind aparatul foto.
0.0	O masă neagră cu un scaun pufos alb.	O femeie cu copilul ei.
2.2	Autobuz roșu cu etaj luând pasageri.	Un autobuz roșu cu etaj mergând pe o stradă.
3.4	Barcă cu pânze navigând pe apă.	Barcă cu pânze navigând într-o zi înnorată.
4.2	O pasăre albastră stă pe mâna înmănușată a unei persoane.	O pasăre este cocoțată pe mâna înmănușată a unei persoane.
3.6	O fată călărind un cal alb-maro.	O fată călărind un cal maro.
1.0	Un tren aproape tot negru pe o cale ferată.	O mașină parcată în fața șinelor de tren.
0.0	Un băiat tânăr colorând cu un creion roș-albastru.	O blondă tânără în echipament de călărie stă deasupra unui cal alb cu gri.
0.8	Un grup de oameni într-o sufragerie.	Un grup de patru oameni trecând pe lângă o ciupercă gigantică.
0.0	O rață sălbatică și o rață domestică albă pe iarbă lângă apă.	Un copil mic într-o rochie roz stă pe o masă.
0.0	Pisica stă între două biciclete în fața unei uși.	Un cal stând pe un câmp în fața unui gard.
0.0	O fată cu o geantă roșie stând pe stradă.	Un câine negru se holbează la oaie.
3.4	Un călăreț călărind un cal alb.	O femeie conducând un cal alb.
4.2	Un tren lung este pe șinele de tren.	Un tren pe șinele de tren.
3.0	Un câine negru-cafeniu privește o oaie neagră.	Un câine negru privind o oaie maro într-un țarc.
